id,鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局.房,建物現況格局.廳,建物現況格局.衛,建物現況格局.隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
636,636,北投區,房地(土地+建物),臺北市北投區新民路61~90號,14.91,其他,1060412,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1020531,61.2,1,1,1,有,無,10900000,178105,,0,0,
637,637,士林區,房地(土地+建物),臺北市士林區中山北路七段31~60號,31.25,商,1060410,土地4建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670628,105.16,3,2,1,有,無,15800000,150247,,0,0,親友、員工或其他特殊關係間之交易。
638,638,北投區,房地(土地+建物),臺北市北投區三合街二段481~510號,26.01,住,1060403,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,991018,110.7,2,2,2,有,有,18500000,167118,,0,0,
639,639,北投區,房地(土地+建物),臺北市北投區光明路211~240號,9.69,其他,1060331,土地2建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,670104,100.81,2,2,2,有,無,13800000,136891,,0,0,
640,640,北投區,房地(土地+建物),臺北市北投區中和街502巷11弄1~30號,31.51,其他,1060313,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640523,88.82,3,1,1,有,無,7500000,84440,,0,0,親屬間之買賣
641,641,北投區,房地(土地+建物),臺北市北投區中央北路二段320巷2弄1~30號,45,住,1060308,土地3建物1車位0,全,一層,透天厝,住家用,加強磚造,540330,39.34,3,1,1,有,無,8500000,216065,,0,0,
642,642,北投區,房地(土地+建物),臺北市北投區承德路七段31~60號,12.42,住,1060406,土地1建物1車位0,十層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,670425,87.2,2,2,1,有,有,9500000,108945,,0,0,
643,643,北投區,房地(土地+建物)+車位,臺北市北投區三合街一段82巷91~120號,40.7,住,1060311,土地1建物1車位1,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050804,252.38,3,2,3,有,有,42380000,190110,坡道平面,42.87,2550000,
645,645,北投區,房地(土地+建物),臺北市北投區泉源路31~60號,43.83,住,1060413,土地1建物1車位0,十層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050315,264.92,0,0,0,無,有,4.80E+07,181187,,0,0,本件為毛胚屋交易
646,646,士林區,房地(土地+建物)+車位,臺北市士林區克強路15巷1~30號,42.22,住,1060402,土地1建物2車位2,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,920116,227.59,3,2,2,有,有,47680000,209509,坡道平面,0,0,
647,647,中山區,房地(土地+建物),臺北市中山區長春路61~90號,3.85,商,1060422,土地1建物1車位0,十二層,十二層,套房(1房1廳1衛),商業用,鋼筋混凝土造,670907,38.23,1,1,1,有,有,5800000,151713,,0,0,含增建或未登記建物-陽台加窗之增建物。
648,648,松山區,房地(土地+建物)+車位,臺北市松山區民生東路五段211~240號,25.22,商,1060329,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,701222,133.69,3,2,2,有,有,27780000,207794,坡道平面,0,0,含增建或未登記建物-陽台加窗。
649,649,萬華區,房地(土地+建物)+車位,臺北市萬華區民和街91~120號,35.32,住,1060413,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030916,167.88,4,2,2,有,有,21500000,139684,塔式車位,21.12,1000000,
650,650,文山區,房地(土地+建物)+車位,臺北市文山區汀州路四段271~300號,35.61,住,1060410,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,991104,180.12,3,2,2,有,有,25600000,142127,坡道平面,0,0,登記二人共有;車位每二年抽籤，僅有使用權，無所有權
651,651,內湖區,房地(土地+建物)+車位,臺北市內湖區康寧路三段75巷91~120號,78.04,住,1060408,土地1建物1車位1,三層,三層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,900817,143.6,3,2,2,有,無,18250000,127089,坡道平面,0,0,
652,652,中正區,房地(土地+建物),臺北市中正區延平南路91~120號,1.84,商,1060503,土地1建物1車位0,地下一層,十五層,店面(店鋪),商業用,鋼筋混凝土造,700225,32.75,0,0,0,無,有,4260000,130076,,0,0,有租約
653,653,大安區,房地(土地+建物),臺北市大安區信義路二段31~60號,3.12,商,1060422,土地1建物1車位0,八層,十三層,套房(1房1廳1衛),住家用,鋼筋混凝土造,990122,34.7,1,1,1,有,有,10500000,302594,,0,0,含增建或未登記建物。
654,654,大安區,房地(土地+建物)+車位,臺北市大安區光復南路691~720號,13,商,1060329,土地2建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011120,141.16,3,2,2,有,有,37460000,265373,塔式車位,0,0,內含獨立產權車位，未包含在棟數內。含增建或未登記建物。
655,655,大安區,房地(土地+建物)+車位,臺北市大安區金華街61~90號,47.93,住,1060324,土地1建物1車位4,十一層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980910,324.57,4,2,2,有,有,93880000,289244,坡道平面,82.2,0,共有人數2人。內含獨立產權公設，未包含在棟數內。含增建或未登記建物。
656,656,大安區,房地(土地+建物),臺北市大安區潮州街121~150號,6.04,商,1060415,土地1建物1車位0,五層,八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,940203,30.77,0,1,1,有,有,12600000,409490,,0,0,含增建或未登記建物。
657,657,大安區,房地(土地+建物),臺北市大安區復興南路二段151巷31~60號,19.94,住,1060329,土地1建物1車位0,十四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,740522,102.65,3,2,1,有,有,22200000,216269,,0,0,內含獨立產權公設，未包含在棟數內。含增建或未登記建物。
658,658,大安區,房地(土地+建物),臺北市大安區樂業街159巷31~60號,32,住,1060423,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,92.64,3,2,2,有,無,13950000,150583,,0,0,含增建或未登記建物。
659,659,大安區,房地(土地+建物),臺北市大安區永康街2巷1~30號,47.25,其他,1060423,土地1建物1車位0,三層，露台,四層,公寓(5樓含以下無電梯),,加強磚造,NA,127.1,3,2,2,有,無,32500000,255704,,0,0,含增建或未登記建物。
660,660,大安區,房地(土地+建物),臺北市大安區四維路52巷1~30號,40.75,住,1060331,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,NA,101.43,3,1,1,有,無,2.10E+07,207039,,0,0,
661,661,大安區,房地(土地+建物),臺北市大安區敦化南路一段295巷31~60號,44,住,1060330,土地2建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,105.36,3,2,2,有,無,2.20E+07,208808,,0,0,
662,662,大安區,房地(土地+建物),臺北市大安區安東街31~60號,17.08,住,1060327,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,NA,123.06,6,6,6,有,有,29700000,241346,,0,0,
663,663,大安區,房地(土地+建物),臺北市大安區建國南路二段123巷1~30號,11.2,住,1060331,土地1建物1車位0,一層，夾層，走廊,二層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,760925,54.39,0,1,1,有,無,16680000,306674,,0,0,含增建或未登記建物。
664,664,文山區,房地(土地+建物),臺北市文山區景華街176巷31弄1~30號,72,住,1060408,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,NA,107.92,3,3,3,有,有,21880000,202743,,0,0,含增建或未登記建物
665,665,文山區,房地(土地+建物),臺北市文山區景仁街77巷3弄1~30號,40.75,住,1060407,土地3建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,570603,101.21,3,2,2,有,無,13500000,133386,,0,0,含增建或未登記建物。
666,666,大安區,房地(土地+建物),臺北市大安區復興南路二段271~300號,12.18,商,1060419,土地1建物1車位0,二層,十二層,辦公商業大樓,商業用,鋼筋混凝土造,731228,161.39,0,0,0,無,有,33900000,210050,,0,0,
667,667,大安區,房地(土地+建物),臺北市大安區復興南路二段271~300號,10.39,商,1060419,土地1建物1車位0,二層,十二層,辦公商業大樓,商業用,鋼筋混凝土造,731228,138.18,0,0,0,無,有,29100000,210595,,0,0,
668,668,大安區,房地(土地+建物),臺北市大安區杭州南路二段93巷31~60號,23.8,住,1060413,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710817,80.4,3,2,2,有,無,17100000,212687,,0,0,含增建或未登記建物-陽台及空地加蓋。權利人有二人
669,669,士林區,房地(土地+建物),臺北市士林區社子街125巷40弄1~30號,30.67,住,1060406,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,600907,55,2,2,1,有,無,5800000,105455,,0,0,含增建或未登記建物
670,670,士林區,房地(土地+建物),臺北市士林區社子街25巷1弄1~30號,23.25,住,1060330,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,610606,62.14,2,2,1,有,無,6.00E+06,96556,,0,0,
671,671,北投區,房地(土地+建物),臺北市北投區吉利街369巷31弄1~30號,58,住,1060321,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,600722,71.08,2,2,2,有,無,17850000,251125,,0,0,含增建或未登記建物。
672,672,北投區,房地(土地+建物),臺北市北投區新民路1巷1~30號,10.58,住,1060410,土地2建物1車位0,五層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,690805,58.03,1,1,1,有,無,4200000,72376,,0,0,
673,673,士林區,房地(土地+建物),臺北市士林區重慶北路四段190巷5弄1~30號,38.76,住,1060405,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,580321,84.51,3,2,1,有,無,9200000,108863,,0,0,
676,676,松山區,房地(土地+建物),臺北市松山區南京東路三段256巷28弄1~30號,31.25,住,1060428,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),,加強磚造,NA,70.06,3,1,1,有,無,13500000,192692,,0,0,
678,678,大安區,房地(土地+建物),臺北市大安區泰順街2巷1~30號,36,商,1060416,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,NA,85.13,3,2,1,有,無,17500000,205568,,0,0,含增建或未登記建物-空地增建、前陽台加鐵窗。
679,679,文山區,房地(土地+建物),臺北市文山區木柵路一段59巷11弄1~30號,25.43,住,1060401,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701223,86.01,2,2,1,有,無,8800000,102314,,0,0,含增建或未登記建物。
680,680,文山區,房地(土地+建物),臺北市文山區光輝路78巷1~30號,40.9,住,1060415,土地3建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710326,123.88,3,2,2,有,無,12500000,100904,,0,0,
681,681,大安區,房地(土地+建物),臺北市大安區臥龍街271~300號,20.8,住,1060420,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700625,84.25,3,1,1,有,無,11800000,140059,,0,0,
682,682,大安區,房地(土地+建物),臺北市大安區建國南路一段175巷1~30號,20.04,住,1060420,土地2建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,760423,110.46,3,2,2,有,有,22600000,204599,,0,0,
683,683,大安區,房地(土地+建物),臺北市大安區信義路二段31~60號,3.37,商,1060415,土地1建物1車位0,五層,十三層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,990122,37.61,1,1,1,有,有,1.20E+07,319064,,0,0,
684,684,大安區,房地(土地+建物),臺北市大安區永康街41巷1~30號,30.2,住,1060407,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690307,105.29,3,2,2,有,無,13100000,124418,,0,0,親友、員工或其他特殊關係間之交易。
685,685,大安區,房地(土地+建物),臺北市大安區金山南路二段1~30號,12.05,其他,1060401,土地3建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,700619,138.61,4,2,2,有,有,30500000,220042,,0,0,
686,686,中正區,房地(土地+建物),臺北市中正區延平南路91~120號,1.84,商,1060503,土地1建物1車位0,地下一層,十五層,店面(店鋪),商業用,鋼筋混凝土造,700225,32.75,0,0,0,無,有,4260000,130076,,0,0,有租約
687,687,中正區,房地(土地+建物),臺北市中正區和平西路一段55巷1~30號,20.49,住,1060330,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,750801,93.23,5,2,3,有,無,17500000,187708,,0,0,含增建或未登記建物。
688,688,文山區,房地(土地+建物),臺北市文山區興隆路三段121~150號,5.86,住,1060320,土地1建物1車位0,五層,十層,套房(1房1廳1衛),住家用,鋼筋混凝土造,970523,27.85,1,1,1,有,有,6350000,228007,,0,0,含增建或未登記建物。
689,689,松山區,房地(土地+建物)+車位,臺北市松山區三民路180巷1~30號,19.93,住,1060320,土地1建物1車位1,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,841019,64.82,2,1,1,有,有,1.20E+07,185128,坡道機械,0,0,
690,690,松山區,房地(土地+建物),臺北市松山區八德路二段361~390號,8.18,商,1060331,土地1建物1車位0,二層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,701218,89.5,3,2,1,有,有,20300000,226816,,0,0,含增建或未登記建物
691,691,松山區,房地(土地+建物),臺北市松山區民生東路五段151~180號,4.49,商,1060422,土地1建物1車位0,三層,十五層,套房(1房1廳1衛),商業用,鋼筋混凝土造,720129,51.52,1,1,1,有,有,8600000,166925,,0,0,含增建或未登記建物。
692,692,中山區,房地(土地+建物),臺北市中山區林森北路119巷61~90號,23,商,1060405,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),,加強磚造,NA,71.09,2,1,1,有,無,8500000,119567,,0,0,
693,693,內湖區,房地(土地+建物),臺北市內湖區民權東路六段90巷25弄31~60號,25.06,住,1060414,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720119,92.33,3,2,2,有,無,12680000,137333,,0,0,含增建或未登記建物。
694,694,內湖區,房地(土地+建物),臺北市內湖區麗山街301~330號,22.97,住,1060325,土地1建物1車位0,一層，電梯樓梯間,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720620,107.43,2,2,2,有,無,16980000,158056,,0,0,含增建或未登記建物
695,695,士林區,房地(土地+建物),臺北市士林區德行東路91~120號,88.06,住,1060225,土地11建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670424,83.64,2,2,1,有,無,11100000,132712,,0,0,
696,696,北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷1~30號,42.04,工,1060407,土地1建物1車位2,十一層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,225.47,0,0,0,無,有,24280000,126907,坡道平面,64.88,3900000,
697,697,北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷61~90號,28,工,1060411,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,142.07,0,0,0,無,有,16380000,131625,坡道平面,32.44,1950000,
698,698,北投區,房地(土地+建物)+車位,臺北市北投區知行路211~240號,38.3,住,1060309,土地1建物1車位3,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001122,272.85,3,2,2,有,有,27600000,101154,坡道平面,80.77,0,含增建或未登記建物。內含獨立產權車位，未包含在棟數內。
699,699,北投區,房地(土地+建物),臺北市北投區石仙路3巷1~30號,26.98,住,1060325,土地4建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700404,71.71,3,1,1,有,無,6080000,84786,,0,0,
700,700,松山區,建物,臺北市松山區敦化南路一段61~90號,0,,1060427,土地0建物1車位4,十三層,二十二層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1030917,811.96,0,0,0,無,有,82355280,120689,坡道平面,169.9,4865700,1.權利人共二人。2.本案買賣不含土地持分，交易總價僅為建物款。3.四個車位未拆分單價。
701,701,松山區,房地(土地+建物),臺北市松山區敦化南路一段61~90號,57.8,其他,1060224,土地2建物1車位0,十一層,二十二層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1030917,636.01,0,0,0,無,有,269350000,423500,,0,0,
704,704,松山區,房地(土地+建物),臺北市松山區光復北路60巷3弄1~30號,35.75,商,1060425,土地2建物1車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,NA,104.3,3,2,2,有,無,2.00E+07,191755,,0,0,
705,705,南港區,房地(土地+建物)+車位,臺北市南港區重陽路125巷36弄1~30號,19.98,住,1060416,土地1建物1車位1,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,970122,97.24,2,1,1,有,有,13860000,142534,坡道機械,0,0,含增建及未登記建物。本案車位面積無法概算。
706,706,信義區,房地(土地+建物),臺北市信義區忠孝東路五段372巷27弄31~60號,24.03,住,1060318,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,NA,115.95,3,2,2,有,有,23500000,202674,,0,0,
707,707,松山區,房地(土地+建物),臺北市松山區南京東路五段151~180號,11.9,商,1060407,土地2建物1車位0,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,760526,127.5,3,2,2,有,有,32200000,252549,,0,0,
